unigram,gatsby_prob,alice_prob,austen_prob,gatsby_count,alice_count,austen_count
ardita,2.00E-05,0,0,1,0,0
fitz,2.00E-05,0,0,1,0,0
peters,2.00E-05,0,0,1,0,0
jewett,2.00E-05,0,0,1,0,0
claudia,2.00E-05,0,0,1,0,0
hip,2.00E-05,0,0,1,0,0
reputed,2.00E-05,0,1.62E-05,1,0,2
prince,2.00E-05,0,0,1,0,0
duke,2.00E-05,0,0,1,0,0
lurched,2.00E-05,0,0,1,0,0
rocky,2.00E-05,0,0,1,0,0
noted,2.00E-05,0,0,1,0,0
horn,2.00E-05,0,0,1,0,0
urgent,2.00E-05,0,2.42E-05,1,0,3
frequent,2.00E-05,0,0.000105038,1,0,13
dashboard,2.00E-05,0,0,1,0,0
resourcefulness,2.00E-05,0,0,1,0,0
americanthat,2.00E-05,0,0,1,0,0
lifting,2.00E-05,0,0,1,0,0
formless,2.00E-05,0,0,1,0,0
grace,2.00E-05,0,8.08E-06,1,0,1
sporadic,2.00E-05,0,0,1,0,0
games,2.00E-05,3.66E-05,0,1,1,0
punctilious,2.00E-05,0,0,1,0,0
restlessness,2.00E-05,0,0,1,0,0
tapping,2.00E-05,0,0,1,0,0
impatient,2.00E-05,3.66E-05,6.46E-05,1,1,8
nickel,2.00E-05,0,0,1,0,0
monstrous,2.00E-05,0,0,1,0,0
triumphant,2.00E-05,0,1.62E-05,1,0,2
hatboxes,2.00E-05,0,0,1,0,0
boxes,2.00E-05,0,8.08E-06,1,0,1
toolboxes,2.00E-05,0,0,1,0,0
terraced,2.00E-05,0,0,1,0,0
labyrinth,2.00E-05,0,0,1,0,0
windshields,2.00E-05,0,0,1,0,0
suns,2.00E-05,0,0,1,0,0
layers,2.00E-05,0,0,1,0,0
conservatory,2.00E-05,0,0,1,0,0
undefined,2.00E-05,0,0,1,0,0
disconcerting,2.00E-05,0,0,1,0,0
sentences,2.00E-05,0,8.08E-06,1,0,1
unfinished,2.00E-05,0,0,1,0,0
indecisively,2.00E-05,0,0,1,0,0
caramel,2.00E-05,0,0,1,0,0
overwhelmed,2.00E-05,0,0,1,0,0
generalized,2.00E-05,0,0,1,0,0
evasions,2.00E-05,0,0,1,0,0
deserves,2.00E-05,0,3.23E-05,1,0,4
stories,2.00E-05,0,0,1,0,0
flavoured,2.00E-05,0,0,1,0,0
divine,2.00E-05,0,0,1,0,0
retribution,2.00E-05,0,0,1,0,0
westall,2.00E-05,0,0,1,0,0
ancestors,2.00E-05,0,0,1,0,0
sidewaysand,2.00E-05,0,0,1,0,0
bothered,2.00E-05,0,0,1,0,0
san,2.00E-05,0,0,1,0,0
francisco,2.00E-05,0,0,1,0,0
extinction,2.00E-05,0,0,1,0,0
pulling,2.00E-05,3.66E-05,0,1,1,0
otherwise,2.00E-05,0.000146242,0.000129277,1,4,16
rajah,2.00E-05,0,0,1,0,0
capitals,2.00E-05,0,0,1,0,0
europeparis,2.00E-05,0,0,1,0,0
venice,2.00E-05,0,0,1,0,0
romecollecting,2.00E-05,0,0,1,0,0
chiefly,2.00E-05,0,8.08E-05,1,0,10
hunting,2.00E-05,0.000109681,8.08E-06,1,3,1
managed,2.00E-05,0.000146242,8.08E-06,1,4,1
restrain,2.00E-05,0,1.62E-05,1,0,2
threadbare,2.00E-05,0,1.62E-05,1,0,2
evoked,2.00E-05,0,0,1,0,0
image,2.00E-05,0,0,1,0,0
turbaned,2.00E-05,0,0,1,0,0
sawdust,2.00E-05,0,0,1,0,0
pore,2.00E-05,0,0,1,0,0
tiger,2.00E-05,0,0,1,0,0
bois,2.00E-05,0,0,1,0,0
boulogne,2.00E-05,0,0,1,0,0
die,2.00E-05,3.66E-05,3.23E-05,1,1,4
commission,2.00E-05,0,5.66E-05,1,0,7
remains,2.00E-05,0,4.04E-05,1,0,5
gun,2.00E-05,0,0,1,0,0
battalion,2.00E-05,0,0,1,0,0
gap,2.00E-05,0,0,1,0,0
advance,2.00E-05,0.000109681,2.42E-05,1,3,3
sixteen,2.00E-05,0,5.66E-05,1,0,7
lewis,2.00E-05,0,2.42E-05,1,0,3
insignia,2.00E-05,0,0,1,0,0
divisions,2.00E-05,0,0,1,0,0
piles,2.00E-05,0,0,1,0,0
promoted,2.00E-05,0,8.08E-06,1,0,1
allied,2.00E-05,0,0,1,0,0
decorationeven,2.00E-05,0,0,1,0,0
adriatic,2.00E-05,0,0,1,0,0
themwith,2.00E-05,0,0,1,0,0
comprehended,2.00E-05,0,2.42E-05,1,0,3
troubled,2.00E-05,0,0,1,0,0
sympathized,2.00E-05,0,0,1,0,0
montenegrin,2.00E-05,0,0,1,0,0
appreciated,2.00E-05,0,0,1,0,0
incredulity,2.00E-05,0,2.42E-05,1,0,3
fascination,2.00E-05,0,0,1,0,0
skimming,2.00E-05,3.66E-05,0,1,1,0
slung,2.00E-05,0,0,1,0,0
ribbon,2.00E-05,0,0,1,0,0
authentic,2.00E-05,0,0,1,0,0
orderi,2.00E-05,0,0,1,0,0
di,2.00E-05,0,0,1,0,0
danilo,2.00E-05,0,0,1,0,0
legend,2.00E-05,0,0,1,0,0
nicolas,2.00E-05,0,0,1,0,0
rex,2.00E-05,0,0,1,0,0
valour,2.00E-05,0,0,1,0,0
souvenir,2.00E-05,0,0,1,0,0
trinity,2.00E-05,0,0,1,0,0
quadthe,2.00E-05,0,0,1,0,0
doncaster,2.00E-05,0,0,1,0,0
blazers,2.00E-05,0,0,1,0,0
archway,2.00E-05,0,0,1,0,0
spires,2.00E-05,0,0,1,0,0
youngerwith,2.00E-05,0,0,1,0,0
cricket,2.00E-05,0,0,1,0,0
bat,2.00E-05,0.000109681,0,1,3,0
skins,2.00E-05,0,0,1,0,0
tigers,2.00E-05,0,0,1,0,0
flaming,2.00E-05,0,8.08E-06,1,0,1
grand,2.00E-05,0.000109681,1.62E-05,1,3,2
canal,2.00E-05,0,0,1,0,0
chest,2.00E-05,0,0,1,0,0
depths,2.00E-05,0,0,1,0,0
gnawings,2.00E-05,0,0,1,0,0
pocketing,2.00E-05,0,0,1,0,0
souvenirs,2.00E-05,0,0,1,0,0
strangers,2.00E-05,0,3.23E-05,1,0,4
consented,2.00E-05,3.66E-05,1.62E-05,1,1,2
faintest,2.00E-05,0,0,1,0,0
overpopulated,2.00E-05,0,0,1,0,0
correctness,2.00E-05,0,0,1,0,0
neared,2.00E-05,0,0,1,0,0
belted,2.00E-05,0,0,1,0,0
oceangoing,2.00E-05,0,0,1,0,0
ships,2.00E-05,0,0,1,0,0
cobbled,2.00E-05,0,0,1,0,0
slum,2.00E-05,0,0,1,0,0
undeserted,2.00E-05,0,0,1,0,0
saloons,2.00E-05,0,0,1,0,0
gilt,2.00E-05,0,0,1,0,0
sides,2.00E-05,0.000146242,4.04E-05,1,4,5
straining,2.00E-05,0,0,1,0,0
panting,2.00E-05,7.31E-05,8.08E-06,1,2,1
fenders,2.00E-05,0,0,1,0,0
scattered,2.00E-05,0,1.62E-05,1,0,2
astoriaonly,2.00E-05,0,0,1,0,0
twisted,2.00E-05,0,0,1,0,0
pillars,2.00E-05,0,0,1,0,0
frantic,2.00E-05,0,0,1,0,0
rode,2.00E-05,0,1.62E-05,1,0,2
tipping,2.00E-05,0,0,1,0,0
commissioner,2.00E-05,0,0,1,0,0
sugar,2.00E-05,7.31E-05,0,1,2,0
lumps,2.00E-05,0,0,1,0,0
nonolfactory,2.00E-05,0,0,1,0,0
queensboro,2.00E-05,0,0,1,0,0
heaped,2.00E-05,0,0,1,0,0
blooms,2.00E-05,0,0,1,0,0
southeastern,2.00E-05,0,0,1,0,0
sombre,2.00E-05,0,0,1,0,0
blackwell,2.00E-05,0,0,1,0,0
modish,2.00E-05,0,0,1,0,0
negroes,2.00E-05,0,0,1,0,0
bucks,2.00E-05,0,0,1,0,0
yolks,2.00E-05,0,0,1,0,0
eyeballs,2.00E-05,0,0,1,0,0
rivalry,2.00E-05,0,0,1,0,0
fanned,2.00E-05,3.66E-05,0,1,1,0
blinking,2.00E-05,0,0,1,0,0
brightness,2.00E-05,0,0,1,0,0
anteroom,2.00E-05,0,0,1,0,0
jew,2.00E-05,0,0,1,0,0
growths,2.00E-05,0,0,1,0,0
luxuriated,2.00E-05,0,0,1,0,0
nostril,2.00E-05,0,0,1,0,0
addressing,2.00E-05,3.66E-05,2.42E-05,1,1,3
expressive,2.00E-05,0,1.62E-05,1,0,2
penny,2.00E-05,0,0,1,0,0
shuts,2.00E-05,0,0,1,0,0
somnambulatory,2.00E-05,0,0,1,0,0
abstraction,2.00E-05,0,0,1,0,0
presbyterian,2.00E-05,0,0,1,0,0
nymphs,2.00E-05,0,0,1,0,0
smallyes,2.00E-05,0,0,1,0,0
brooded,2.00E-05,0,0,1,0,0
rosenthal,2.00E-05,0,0,1,0,0
bastards,2.00E-05,0,0,1,0,0
daylight,2.00E-05,0,0,1,0,0
belly,2.00E-05,0,0,1,0,0
electrocuted,2.00E-05,0,0,1,0,0
becker,2.00E-05,0,0,1,0,0
juxtaposition,2.00E-05,0,0,1,0,0
startling,2.00E-05,0,0,1,0,0
succulent,2.00E-05,0,0,1,0,0
hash,2.00E-05,0,0,1,0,0
forgetting,2.00E-05,0.000109681,1.62E-05,1,3,2
atmosphere,2.00E-05,0,0,1,0,0
delicacy,2.00E-05,0,8.89E-05,1,0,11
roved,2.00E-05,0,0,1,0,0
roomhe,2.00E-05,0,0,1,0,0
completed,2.00E-05,0,1.62E-05,1,0,2
arc,2.00E-05,0,0,1,0,0
inspect,2.00E-05,0,0,1,0,0
mysteries,2.00E-05,0,0,1,0,0
frankly,2.00E-05,0,8.08E-06,1,0,1
underhand,2.00E-05,0,0,1,0,0
sportswoman,2.00E-05,0,0,1,0,0
colleges,2.00E-05,0,0,1,0,0
gratified,2.00E-05,0,0.000113118,1,0,14
pleasure,2.00E-05,7.31E-05,0.000751424,1,2,93
introduce,2.00E-05,7.31E-05,8.89E-05,1,2,11
composed,2.00E-05,0,2.42E-05,1,0,3
ivory,2.00E-05,0,0,1,0,0
finest,2.00E-05,0,1.62E-05,1,0,2
specimens,2.00E-05,0,0,1,0,0
molars,2.00E-05,0,0,1,0,0
inspected,2.00E-05,0,0,1,0,0
sleeves,2.00E-05,0,8.08E-06,1,0,1
instinctive,2.00E-05,0,0,1,0,0
outstay,2.00E-05,0,0,1,0,0
supplied,2.00E-05,0,1.62E-05,1,0,2
imaginary,2.00E-05,0,4.04E-05,1,0,5
noun,2.00E-05,0,0,1,0,0
impose,2.00E-05,0,1.62E-05,1,0,2
offend,2.00E-05,3.66E-05,2.42E-05,1,1,3
becomes,2.00E-05,0,3.23E-05,1,0,4
yorka,2.00E-05,0,0,1,0,0
denizen,2.00E-05,0,0,1,0,0
actor,2.00E-05,0,0,1,0,0
dentist,2.00E-05,0,0,1,0,0
gambler,2.00E-05,0,0,1,0,0
staggered,2.00E-05,0,8.08E-06,1,0,1
million,2.00E-05,0,0,1,0,0
peoplewith,2.00E-05,0,0,1,0,0
burglar,2.00E-05,0,0,1,0,0
blowing,2.00E-05,0,0,1,0,0
smart,2.00E-05,0,1.62E-05,1,0,2
paying,2.00E-05,0,3.23E-05,1,0,4
check,2.00E-05,0,3.23E-05,1,0,4
furious,2.00E-05,3.66E-05,0,1,1,0
briefly,2.00E-05,0,3.23E-05,1,0,4
happier,2.00E-05,0,2.42E-05,1,0,3
rubber,2.00E-05,0,0,1,0,0
knobs,2.00E-05,0,0,1,0,0
soles,2.00E-05,3.66E-05,0,1,1,0
plaid,2.00E-05,0,0,1,0,0
skirt,2.00E-05,3.66E-05,0,1,1,0
disapproving,2.00E-05,0,0,1,0,0
fay,2.00E-05,0,0,1,0,0
monopolizing,2.00E-05,0,0,1,0,0
anyways,2.00E-05,0,0,1,0,0
kerb,2.00E-05,0,0,1,0,0
cross,2.00E-05,0.000109681,3.23E-05,1,3,4
bandages,2.00E-05,0,0,1,0,0
sometime,2.00E-05,0,0,1,0,0
yearseven,2.00E-05,0,0,1,0,0
beaux,2.00E-05,0,8.08E-06,1,0,1
tournaments,2.00E-05,0,0,1,0,0
crowdwhen,2.00E-05,0,0,1,0,0
circulating,2.00E-05,0,8.08E-06,1,0,1
herhow,2.00E-05,0,0,1,0,0
packing,2.00E-05,0,8.08E-06,1,0,1
soldier,2.00E-05,3.66E-05,0,1,1,0
effectually,2.00E-05,0,2.42E-05,1,0,3
soldiers,2.00E-05,0.000365604,8.08E-06,1,10,1
footed,2.00E-05,0,0,1,0,0
shortsighted,2.00E-05,0,0,1,0,0
dbut,2.00E-05,0,0,1,0,0
february,2.00E-05,0,8.08E-06,1,0,1
presumably,2.00E-05,0,0,1,0,0
orleans,2.00E-05,0,0,1,0,0
pomp,2.00E-05,0,0,1,0,0
circumstance,2.00E-05,0,0.000153517,1,0,19
hired,2.00E-05,0,8.08E-06,1,0,1
muhlbach,2.00E-05,0,0,1,0,0
valued,2.00E-05,0,4.04E-05,1,0,5
bridesmaid,2.00E-05,0,0,1,0,0
bridal,2.00E-05,0,0,1,0,0
dressand,2.00E-05,0,0,1,0,0
monkey,2.00E-05,0,0,1,0,0
sauterne,2.00E-05,0,0,1,0,0
gratulate,2.00E-05,0,0,1,0,0
enjoy,2.00E-05,3.66E-05,6.46E-05,1,1,8
dearies,2.00E-05,0,0,1,0,0
wastebasket,2.00E-05,0,0,1,0,0
whoever,2.00E-05,3.66E-05,0,1,1,0
cryshe,2.00E-05,0,0,1,0,0
tub,2.00E-05,0,0,1,0,0
soap,2.00E-05,0,0,1,0,0
dish,2.00E-05,0.000146242,4.04E-05,1,4,5
spirits,2.00E-05,0,0.000315113,1,0,39
ammonia,2.00E-05,0,0,1,0,0
hooked,2.00E-05,0,0,1,0,0
shiver,2.00E-05,3.66E-05,0,1,1,0
seas,2.00E-05,0,0,1,0,0
uneasily,2.00E-05,7.31E-05,0,1,2,0
abstracted,2.00E-05,0,0,1,0,0
rubbing,2.00E-05,7.31E-05,0,1,2,0
unfathomable,2.00E-05,0,0,1,0,0
togetherit,2.00E-05,0,0,1,0,0
ventura,2.00E-05,0,0,1,0,0
brokenshe,2.00E-05,0,0,1,0,0
chambermaids,2.00E-05,0,0,1,0,0
april,2.00E-05,0,8.08E-06,1,0,1
cannes,2.00E-05,0,0,1,0,0
deauville,2.00E-05,0,0,1,0,0
settle,2.00E-05,3.66E-05,5.66E-05,1,1,7
reputation,2.00E-05,0,2.42E-05,1,0,3
irregularity,2.00E-05,0,8.08E-06,1,0,1
amour,2.00E-05,0,0,1,0,0
alland,2.00E-05,0,0,1,0,0
youdo,2.00E-05,0,0,1,0,0
rememberif,2.00E-05,0,0,1,0,0
himi,2.00E-05,0,0,1,0,0
asleepshe,2.00E-05,0,0,1,0,0
victoria,2.00E-05,0,0,1,0,0
movie,2.00E-05,0,0,1,0,0
fifties,2.00E-05,0,0,1,0,0
crickets,2.00E-05,0,0,1,0,0
sheik,2.00E-05,0,0,1,0,0
araby,2.00E-05,0,0,1,0,0
belongs,2.00E-05,7.31E-05,1.62E-05,1,2,2
creep,2.00E-05,3.66E-05,0,1,1,0
aspired,2.00E-05,0,0,1,0,0
delivered,2.00E-05,0,3.23E-05,1,0,4
womb,2.00E-05,0,0,1,0,0
modesty,2.00E-05,0,4.85E-05,1,0,6
dispensed,2.00E-05,0,0,1,0,0
starlight,2.00E-05,0,0,1,0,0
mothsso,2.00E-05,0,0,1,0,0
wander,2.00E-05,3.66E-05,8.08E-06,1,1,1
asking,2.00E-05,0.000182802,0.000113118,1,5,14
abandon,2.00E-05,0,0,1,0,0
dipped,2.00E-05,7.31E-05,0,1,2,0
dealt,2.00E-05,0,0,1,0,0
universal,2.00E-05,0,2.42E-05,1,0,3
ears,2.00E-05,0.000182802,0,1,5,0
heady,2.00E-05,0,0,1,0,0
pursuing,2.00E-05,0,2.42E-05,1,0,3
faade,2.00E-05,0,0,1,0,0
ninth,2.00E-05,0,0,1,0,0
delicate,2.00E-05,0,4.85E-05,1,0,6
disembodied,2.00E-05,0,0,1,0,0
cornices,2.00E-05,0,0,1,0,0
blinding,2.00E-05,0,0,1,0,0
tightening,2.00E-05,0,0,1,0,0
peninsula,2.00E-05,0,0,1,0,0
elongating,2.00E-05,0,0,1,0,0
glints,2.00E-05,0,0,1,0,0
roadside,2.00E-05,0,0,1,0,0
rout,2.00E-05,0,0,1,0,0
seek,2.00E-05,0,6.46E-05,1,0,8
sardines,2.00E-05,0,0,1,0,0
fair,2.00E-05,3.66E-05,0.000177756,1,1,22
plunge,2.00E-05,0,0,1,0,0
suppressed,2.00E-05,0.000146242,1.62E-05,1,4,2
carelessly,2.00E-05,0,0,1,0,0
grassthere,2.00E-05,0,0,1,0,0
darker,2.00E-05,0,0,1,0,0
expanse,2.00E-05,0,0,1,0,0
uncertainly,2.00E-05,0,0,1,0,0
beginnings,2.00E-05,0,0,1,0,0
thoughtwhy,2.00E-05,0,0,1,0,0
confidently,2.00E-05,0,8.08E-06,1,0,1
myyou,2.00E-05,0,0,1,0,0
muchyou're,2.00E-05,0,0,1,0,0
confidential,2.00E-05,0,8.08E-06,1,0,1
crises,2.00E-05,0,0,1,0,0
offer,2.00E-05,7.31E-05,0.000218155,1,2,27
tactlessly,2.00E-05,0,0,1,0,0
rendered,2.00E-05,0,8.89E-05,1,0,11
choice,2.00E-05,7.31E-05,0.000121197,1,2,15
shying,2.00E-05,0,0,1,0,0
hoping,2.00E-05,0.000109681,3.23E-05,1,3,4
responsive,2.00E-05,0,0,1,0,0
lightheaded,2.00E-05,0,0,1,0,0
blazed,2.00E-05,0,0,1,0,0
gaudily,2.00E-05,0,0,1,0,0
raincoat,2.00E-05,0,0,1,0,0
dragging,2.00E-05,0,0,1,0,0
mower,2.00E-05,0,0,1,0,0
search,2.00E-05,3.66E-05,1.62E-05,1,1,2
alleys,2.00E-05,0,0,1,0,0
unnecessary,2.00E-05,0,3.23E-05,1,0,4
greenhouse,2.00E-05,0,0,1,0,0
receptacles,2.00E-05,0,0,1,0,0
contain,2.00E-05,0,4.85E-05,1,0,6
tie,2.00E-05,3.66E-05,0,1,1,0
sleeplessness,2.00E-05,0,0,1,0,0
judging,2.00E-05,3.66E-05,2.42E-05,1,1,3
journal,2.00E-05,0,0,1,0,0
ofof,2.00E-05,0,0,1,0,0
reproachfully,2.00E-05,0,0,1,0,0
lemon,2.00E-05,0,0,1,0,0
delicatessen,2.00E-05,0,0,1,0,0
shop,2.00E-05,0,4.04E-05,1,0,5
cooled,2.00E-05,0,0,1,0,0
occasional,2.00E-05,3.66E-05,4.85E-05,1,1,6
swam,2.00E-05,0.000182802,0,1,5,0
vacant,2.00E-05,0,4.04E-05,1,0,5
clay,2.00E-05,0,0,1,0,0
economics,2.00E-05,0,0,1,0,0
tread,2.00E-05,0,0,1,0,0
bleared,2.00E-05,0,0,1,0,0
alarming,2.00E-05,0,4.04E-05,1,0,5
happenings,2.00E-05,0,0,1,0,0
elsewhere,2.00E-05,0,4.04E-05,1,0,5
lane,2.00E-05,0,8.08E-05,1,0,10
harrowed,2.00E-05,0,0,1,0,0
dripping,2.00E-05,3.66E-05,0,1,1,0
lilac,2.00E-05,0,0,1,0,0
sideways,2.00E-05,0,0,1,0,0
cornered,2.00E-05,0,0,1,0,0
dearest,2.00E-05,0,0.000137357,1,0,17
exhilarating,2.00E-05,0,0,1,0,0
ripple,2.00E-05,0,0,1,0,0
tonic,2.00E-05,0,0,1,0,0
streak,2.00E-05,0,0,1,0,0
dash,2.00E-05,0,0,1,0,0
paint,2.00E-05,3.66E-05,8.08E-06,1,1,1
castle,2.00E-05,0,0,1,0,0
rackrent,2.00E-05,0,0,1,0,0
deserted,2.00E-05,0,8.08E-06,1,0,1
knocking,2.00E-05,0.000109681,0,1,3,0
weights,2.00E-05,0,0,1,0,0
puddle,2.00E-05,0,0,1,0,0
glaring,2.00E-05,3.66E-05,0,1,1,0
stalked,2.00E-05,0,0,1,0,0
choking,2.00E-05,3.66E-05,0,1,1,0
awfully,2.00E-05,3.66E-05,0,1,1,0
endured,2.00E-05,0,3.23E-05,1,0,4
reclining,2.00E-05,0,0,1,0,0
counterfeit,2.00E-05,0,0,1,0,0
boredom,2.00E-05,0,0,1,0,0
defunct,2.00E-05,0,0,1,0,0
distraught,2.00E-05,0,0,1,0,0
tilt,2.00E-05,0,0,1,0,0
dangerously,2.00E-05,0,0,1,0,0
tropical,2.00E-05,0,0,1,0,0
burn,2.00E-05,7.31E-05,0,1,2,0
muster,2.00E-05,0,0,1,0,0
commonplace,2.00E-05,0,0,1,0,0
idiotically,2.00E-05,0,0,1,0,0
automatic,2.00E-05,0,0,1,0,0
desperate,2.00E-05,3.66E-05,2.42E-05,1,1,3
demoniac,2.00E-05,0,0,1,0,0
amid,2.00E-05,0,8.08E-06,1,0,1
conscientiously,2.00E-05,0,8.08E-06,1,0,1
calmness,2.00E-05,0,3.23E-05,1,0,4
alarm,2.00E-05,7.31E-05,0.000113118,1,2,14
rude,2.00E-05,7.31E-05,2.42E-05,1,2,3
unforgettable,2.00E-05,0,0,1,0,0
reproach,2.00E-05,0,6.46E-05,1,0,8
cautiously,2.00E-05,0.000109681,0,1,3,0
wayjust,2.00E-05,0,0,1,0,0
circuit,2.00E-05,0,8.08E-06,1,0,1
knotted,2.00E-05,0,0,1,0,0
fabric,2.00E-05,0,0,1,0,0
irregular,2.00E-05,0,0,1,0,0
abounded,2.00E-05,0,0,1,0,0
muddy,2.00E-05,0,0,1,0,0
prehistoric,2.00E-05,0,0,1,0,0
kant,2.00E-05,0,0,1,0,0
steeple,2.00E-05,0,0,1,0,0
craze,2.00E-05,0,0,1,0,0
taxes,2.00E-05,0,0,1,0,0
neighbouring,2.00E-05,3.66E-05,1.62E-05,1,1,2
cottages,2.00E-05,0,0,1,0,0
owners,2.00E-05,0,0,1,0,0
thatched,2.00E-05,3.66E-05,0,1,1,0
refusal,2.00E-05,0,5.66E-05,1,0,7
familyhe,2.00E-05,0,0,1,0,0
decline,2.00E-05,0,1.62E-05,1,0,2
serfs,2.00E-05,0,0,1,0,0
obstinate,2.00E-05,0,3.23E-05,1,0,4
peasantry,2.00E-05,0,0,1,0,0
shone,2.00E-05,0,0,1,0,0
dinneri,2.00E-05,0,0,1,0,0
spoonful,2.00E-05,0,0,1,0,0
meditatively,2.00E-05,0,0,1,0,0
swelling,2.00E-05,0,8.08E-06,1,0,1
gusts,2.00E-05,0,0,1,0,0
inafter,2.00E-05,0,0,1,0,0
noise,2.00E-05,0.000109681,2.42E-05,1,3,3
stovebut,2.00E-05,0,0,1,0,0
vestige,2.00E-05,0,0,1,0,0
smeared,2.00E-05,0,0,1,0,0
confounding,2.00E-05,0,0,1,0,0
exultation,2.00E-05,0,8.08E-06,1,0,1
radiated,2.00E-05,0,0,1,0,0
recurrent,2.00E-05,0,0,1,0,0
aching,2.00E-05,0,0,1,0,0
grieving,2.00E-05,0,8.08E-06,1,0,1
wash,2.00E-05,7.31E-05,0,1,2,0
facetoo,2.00E-05,0,0,1,0,0
humiliation,2.00E-05,0,1.62E-05,1,0,2
towelswhile,2.00E-05,0,0,1,0,0
catches,2.00E-05,0,0,1,0,0
arched,2.00E-05,0,0,1,0,0
earn,2.00E-05,0,0,1,0,0
panicthe,2.00E-05,0,0,1,0,0
drug,2.00E-05,0,0,1,0,0
proposed,2.00E-05,0,4.04E-05,1,0,5
rows,2.00E-05,0,0,1,0,0
gleamed,2.00E-05,0,0,1,0,0
postern,2.00E-05,0,0,1,0,0
enchanting,2.00E-05,0,0,1,0,0
murmurs,2.00E-05,0,8.08E-06,1,0,1
aspect,2.00E-05,0,4.85E-05,1,0,6
feudal,2.00E-05,0,0,1,0,0
jonquils,2.00E-05,0,0,1,0,0
frothy,2.00E-05,0,0,1,0,0
hawthorn,2.00E-05,0,0,1,0,0
blossoms,2.00E-05,0,0,1,0,0
marie,2.00E-05,0,0,1,0,0
antoinette,2.00E-05,0,0,1,0,0
merton,2.00E-05,0,0,1,0,0
swathed,2.00E-05,0,0,1,0,0
poolrooms,2.00E-05,0,0,1,0,0
bathsintruding,2.00E-05,0,0,1,0,0
chamber,2.00E-05,0,8.08E-06,1,0,1
dishevelled,2.00E-05,0,0,1,0,0
pyjamas,2.00E-05,0,0,1,0,0
liver,2.00E-05,0,0,1,0,0
exercises,2.00E-05,0,0,1,0,0
boarder,2.00E-05,0,0,1,0,0
wandering,2.00E-05,7.31E-05,2.42E-05,1,2,3
hungrily,2.00E-05,0,0,1,0,0
adam,2.00E-05,0,0,1,0,0
chartreuse,2.00E-05,0,0,1,0,0
cupboard,2.00E-05,0,0,1,0,0
revalued,2.00E-05,0,0,1,0,0
measure,2.00E-05,3.66E-05,4.04E-05,1,1,5
response,2.00E-05,0,0,1,0,0
dazed,2.00E-05,0,0,1,0,0
astounding,2.00E-05,0,0,1,0,0
toppled,2.00E-05,0,0,1,0,0
allexcept,2.00E-05,0,0,1,0,0
dresser,2.00E-05,0,0,1,0,0
toilet,2.00E-05,0,0,1,0,0
pure,2.00E-05,0,1.62E-05,1,0,2
brush,2.00E-05,3.66E-05,0,1,1,0
smoothed,2.00E-05,0,0,1,0,0
shaded,2.00E-05,0,0,1,0,0
funniest,2.00E-05,0,0,1,0,0
can'twhen,2.00E-05,0,0,1,0,0
states,2.00E-05,0,0,1,0,0
entering,2.00E-05,0,7.27E-05,1,0,9
unreasoning,2.00E-05,0,0,1,0,0
consumed,2.00E-05,0,0,1,0,0
dreamed,2.00E-05,3.66E-05,0,1,1,0
teeth,2.00E-05,3.66E-05,8.08E-06,1,1,1
inconceivable,2.00E-05,0,8.08E-06,1,0,1
pitch,2.00E-05,0,0,1,0,0
wound,2.00E-05,0,1.62E-05,1,0,2
recovering,2.00E-05,0,4.04E-05,1,0,5
cabinets,2.00E-05,0,0,1,0,0
gowns,2.00E-05,0,1.62E-05,1,0,2
ties,2.00E-05,0,0,1,0,0
piled,2.00E-05,0,0,1,0,0
bricks,2.00E-05,0,0,1,0,0
stacks,2.00E-05,0,0,1,0,0
buys,2.00E-05,0,0,1,0,0
selection,2.00E-05,0,0,1,0,0
pile,2.00E-05,0,0,1,0,0
disarray,2.00E-05,0,0,1,0,0
heap,2.00E-05,3.66E-05,0,1,1,0
highershirts,2.00E-05,0,0,1,0,0
stripes,2.00E-05,0,0,1,0,0
scrolls,2.00E-05,0,0,1,0,0
plaids,2.00E-05,0,0,1,0,0
coral,2.00E-05,0,0,1,0,0
apple,2.00E-05,3.66E-05,0,1,1,0
orange,2.00E-05,3.66E-05,0,1,1,0
monograms,2.00E-05,0,0,1,0,0
indian,2.00E-05,0,0,1,0,0
stormily,2.00E-05,0,0,1,0,0
sobbed,2.00E-05,3.66E-05,0,1,1,0
makes,2.00E-05,0.000402164,5.66E-05,1,11,7
suchsuch,2.00E-05,0,0,1,0,0
grounds,2.00E-05,0,4.04E-05,1,0,5
flowersbut,2.00E-05,0,0,1,0,0
burns,2.00E-05,0,0,1,0,0
compared,2.00E-05,0,3.23E-05,1,0,4
elderly,2.00E-05,0,8.08E-06,1,0,1
bureaugatsby,2.00E-05,0,0,1,0,0
defiantlytaken,2.00E-05,0,0,1,0,0
adore,2.00E-05,0,0,1,0,0
pompadour,2.00E-05,0,0,1,0,0
pompadouror,2.00E-05,0,0,1,0,0
clippingsabout,2.00E-05,0,0,1,0,0
billow,2.00E-05,0,0,1,0,0
foamy,2.00E-05,0,0,1,0,0
satisfactorily,2.00E-05,0,0,1,0,0
accompanied,2.00E-05,0,4.85E-05,1,0,6
shell,2.00E-05,0,0,1,0,0
rimmed,2.00E-05,0,0,1,0,0
scanty,2.00E-05,0,0,1,0,0
decently,2.00E-05,0,0,1,0,0
clothed,2.00E-05,0,0,1,0,0
sneakers,2.00E-05,0,0,1,0,0
nebulous,2.00E-05,0,0,1,0,0
