unigram,gatsby,alice,austen
provoked,0.0,0.0,3.0
fret,0.0,0.0,3.0
striking,0.0,0.0,3.0
overspread,0.0,0.0,3.0
blaming,0.0,0.0,3.0
likeness,0.0,0.0,3.0
descent,0.0,0.0,3.0
wilful,0.0,0.0,3.0
pleasantness,0.0,0.0,3.0
total,0.0,0.0,3.0
earlier,0.0,0.0,3.0
repetition,0.0,0.0,3.0
sensations,0.0,0.0,3.0
rewarded,0.0,0.0,3.0
composedly,0.0,0.0,3.0
diversion,0.0,0.0,3.0
preferment,0.0,0.0,3.0
speeches,0.0,0.0,3.0
oppose,0.0,0.0,3.0
adds,0.0,0.0,3.0
respected,0.0,0.0,3.0
animated,0.0,0.0,3.0
decease,0.0,0.0,3.0
uniformly,0.0,0.0,3.0
ungenerous,0.0,0.0,3.0
portion,0.0,0.0,3.0
perseverance,0.0,0.0,3.0
apply,0.0,0.0,3.0
negative,0.0,0.0,3.0
interview,0.0,0.0,3.0
steadfastly,0.0,0.0,3.0
attacks,0.0,0.0,3.0
irritation,0.0,0.0,3.0
detained,0.0,0.0,3.0
objectionable,0.0,0.0,3.0
lament,0.0,0.0,3.0
envelope,0.0,0.0,3.0
distrust,0.0,0.0,3.0
reserves,0.0,0.0,3.0
willingly,0.0,0.0,3.0
succeed,0.0,0.0,3.0
hesitate,0.0,0.0,3.0
overcame,0.0,0.0,3.0
keeps,0.0,0.0,3.0
admirable,0.0,0.0,3.0
comparatively,0.0,0.0,3.0
continuance,0.0,0.0,3.0
shaken,0.0,0.0,3.0
offending,0.0,0.0,3.0
overpowered,0.0,0.0,3.0
daily,0.0,0.0,3.0
tidings,0.0,0.0,3.0
unfeeling,0.0,0.0,3.0
require,0.0,0.0,3.0
punctually,0.0,0.0,3.0
accomplishment,0.0,0.0,3.0
wounded,0.0,0.0,3.0
colouring,0.0,0.0,3.0
integrity,0.0,0.0,3.0
thoughtlessness,0.0,0.0,3.0
bride,0.0,0.0,3.0
incivility,0.0,0.0,3.0
procuring,0.0,0.0,3.0
refrain,0.0,0.0,3.0
ungracious,0.0,0.0,3.0
pronounce,0.0,0.0,3.0
rationally,0.0,0.0,3.0
banish,0.0,0.0,3.0
review,0.0,0.0,3.0
contentment,0.0,0.0,3.0
admirer,0.0,0.0,3.0
purchased,0.0,0.0,3.0
accompany,0.0,0.0,3.0
bidding,0.0,0.0,3.0
wonders,0.0,0.0,3.0
relative,0.0,0.0,3.0
northern,0.0,0.0,3.0
article,0.0,0.0,3.0
throughout,0.0,0.0,3.0
la,0.0,0.0,3.0
ascended,0.0,0.0,3.0
placing,0.0,0.0,3.0
minutely,0.0,0.0,3.0
poultry,0.0,0.0,3.0
sisterly,0.0,0.0,3.0
stating,0.0,0.0,3.0
gratefully,0.0,0.0,3.0
grove,0.0,0.0,3.0
betray,0.0,0.0,3.0
considerably,0.0,0.0,3.0
applying,0.0,0.0,3.0
habits,0.0,0.0,3.0
divide,0.0,0.0,3.0
guardianship,0.0,0.0,3.0
hither,0.0,0.0,3.0
saved,0.0,0.0,3.0
officious,0.0,0.0,3.0
serenity,0.0,0.0,3.0
banished,0.0,0.0,3.0
compose,0.0,0.0,3.0
avowed,0.0,0.0,3.0
disdained,0.0,0.0,3.0
recital,0.0,0.0,3.0
confession,0.0,0.0,3.0
condition,0.0,0.0,3.0
follows--,0.0,0.0,3.0
respecting,0.0,0.0,3.0
obeyed,0.0,0.0,3.0
attentively,0.0,0.0,3.0
induce,0.0,0.0,3.0
ramsgate,0.0,0.0,3.0
bless,0.0,0.0,3.0
err,0.0,0.0,3.0
errors,0.0,0.0,3.0
vice,0.0,0.0,3.0
awkwardness,0.0,0.0,3.0
discussed,0.0,0.0,3.0
displayed,0.0,0.0,3.0
privately,0.0,0.0,3.0
grieve,0.0,0.0,3.0
merry,0.0,0.0,3.0
despaired,0.0,0.0,3.0
existed,0.0,0.0,3.0
saving,0.0,0.0,3.0
remembrance,0.0,0.0,3.0
undeserving,0.0,0.0,3.0
lamentations,0.0,0.0,3.0
diverted,0.0,0.0,3.0
substance,0.0,0.0,3.0
frivolous,0.0,0.0,3.0
awe,0.0,0.0,3.0
whence,0.0,0.0,3.0
envy,0.0,0.0,3.0
overthrown,0.0,0.0,3.0
overlook,0.0,0.0,3.0
quartered,0.0,0.0,3.0
contracted,0.0,0.0,3.0
route,0.0,0.0,3.0
willingness,0.0,0.0,3.0
revived,0.0,0.0,3.0
miniatures,0.0,0.0,3.0
submit,0.0,0.0,3.0
faulty,0.0,0.0,3.0
obtain,0.0,0.0,3.0
discharged,0.0,0.0,3.0
annesley,0.0,0.0,3.0
resolutely,0.0,0.0,3.0
effect--,0.0,0.0,3.0
misunderstood,0.0,0.0,3.0
thoughtless,0.0,0.0,3.0
hackney,0.0,0.0,3.0
epsom,0.0,0.0,3.0
sources,0.0,0.0,3.0
removing,0.0,0.0,3.0
presumption,0.0,0.0,3.0
paddock,0.0,0.0,3.0
gaining,0.0,0.0,3.0
expenses,0.0,0.0,3.0
justly,0.0,0.0,3.0
nuptials,0.0,0.0,3.0
unsettled,0.0,0.0,3.0
prodigiously,0.0,0.0,3.0
shoot,0.0,0.0,3.0
surrounding,0.0,0.0,2.0
michaelmas,0.0,0.0,2.0
tiresome,0.0,0.0,2.0
hearty,0.0,0.0,2.0
abuse,0.0,0.0,2.0
resentfully,0.0,0.0,2.0
assemblies,0.0,0.0,2.0
hypocritical,0.0,0.0,2.0
tear,0.0,0.0,2.0
cough,0.0,0.0,2.0
fretfully,0.0,0.0,2.0
circumspection,0.0,0.0,2.0
extracts,0.0,0.0,2.0
sakes,0.0,0.0,2.0
conjecturing,0.0,0.0,2.0
determining,0.0,0.0,2.0
ingenious,0.0,0.0,2.0
wonderfully,0.0,0.0,2.0
quieted,0.0,0.0,2.0
consisted,0.0,0.0,2.0
circulation,0.0,0.0,2.0
sharpened,0.0,0.0,2.0
overhear,0.0,0.0,2.0
fastidious,0.0,0.0,2.0
beheld,0.0,0.0,2.0
playful,0.0,0.0,2.0
regardless,0.0,0.0,2.0
finery,0.0,0.0,2.0
thereby,0.0,0.0,2.0
meets,0.0,0.0,2.0
acquired,0.0,0.0,2.0
manor,0.0,0.0,2.0
firmest,0.0,0.0,2.0
characteristic,0.0,0.0,2.0
prettier,0.0,0.0,2.0
stiffness,0.0,0.0,2.0
knighthood,0.0,0.0,2.0
market,0.0,0.0,2.0
occupy,0.0,0.0,2.0
solidity,0.0,0.0,2.0
failing,0.0,0.0,2.0
prone,0.0,0.0,2.0
appetite,0.0,0.0,2.0
enabled,0.0,0.0,2.0
feature,0.0,0.0,2.0
detected,0.0,0.0,2.0
playfulness,0.0,0.0,2.0
teased,0.0,0.0,2.0
genius,0.0,0.0,2.0
scotch,0.0,0.0,2.0
polished,0.0,0.0,2.0
societies,0.0,0.0,2.0
requested,0.0,0.0,2.0
excel,0.0,0.0,2.0
archly,0.0,0.0,2.0
resistance,0.0,0.0,2.0
accosted,0.0,0.0,2.0
ample,0.0,0.0,2.0
milliner,0.0,0.0,2.0
worthless,0.0,0.0,2.0
effusions,0.0,0.0,2.0
collect,0.0,0.0,2.0
sparkled,0.0,0.0,2.0
compassionate,0.0,0.0,2.0
receipt,0.0,0.0,2.0
horseback,0.0,0.0,2.0
lizzie,0.0,0.0,2.0
unwell,0.0,0.0,2.0
headache,0.0,0.0,2.0
illness,0.0,0.0,2.0
dirt,0.0,0.0,2.0
guided,0.0,0.0,2.0
springing,0.0,0.0,2.0
ancles,0.0,0.0,2.0
brilliancy,0.0,0.0,2.0
favourably,0.0,0.0,2.0
apothecary,0.0,0.0,2.0
draughts,0.0,0.0,2.0
symptoms,0.0,0.0,2.0
testified,0.0,0.0,2.0
acquaint,0.0,0.0,2.0
distinguishing,0.0,0.0,2.0
restored,0.0,0.0,2.0
adventure,0.0,0.0,2.0
cheapside,0.0,0.0,2.0
indulged,0.0,0.0,2.0
mirth,0.0,0.0,2.0
loo,0.0,0.0,2.0
singular,0.0,0.0,2.0
model,0.0,0.0,2.0
laying,0.0,0.0,2.0
covering,0.0,0.0,2.0
screen,0.0,0.0,2.0
range,0.0,0.0,2.0
substantial,0.0,0.0,2.0
inattention,0.0,0.0,2.0
paltry,0.0,0.0,2.0
employ,0.0,0.0,2.0
bears,0.0,0.0,2.0
affinity,0.0,0.0,2.0
wretchedness,0.0,0.0,2.0
amendment,0.0,0.0,2.0
desiring,0.0,0.0,2.0
remove,0.0,0.0,2.0
trespass,0.0,0.0,2.0
acknowledgments,0.0,0.0,2.0
resolve,0.0,0.0,2.0
estimable,0.0,0.0,2.0
envied,0.0,0.0,2.0
poetry,0.0,0.0,2.0
ensued,0.0,0.0,2.0
unaffectedly,0.0,0.0,2.0
signal,0.0,0.0,2.0
tax,0.0,0.0,2.0
dinners,0.0,0.0,2.0
shameful,0.0,0.0,2.0
departed,0.0,0.0,2.0
commendations,0.0,0.0,2.0
evenness,0.0,0.0,2.0
praises,0.0,0.0,2.0
dialogue,0.0,0.0,2.0
january,0.0,0.0,2.0
imaginable,0.0,0.0,2.0
deceitful,0.0,0.0,2.0
indirect,0.0,0.0,2.0
possessor,0.0,0.0,2.0
panegyric,0.0,0.0,2.0
precipitance,0.0,0.0,2.0
intend,0.0,0.0,2.0
obstinacy,0.0,0.0,2.0
thereupon,0.0,0.0,2.0
subsisting,0.0,0.0,2.0
indignity,0.0,0.0,2.0
reel,0.0,0.0,2.0
portraits,0.0,0.0,2.0
laughingly,0.0,0.0,2.0
charmingly,0.0,0.0,2.0
gaily,0.0,0.0,2.0
anecdote,0.0,0.0,2.0
yawn,0.0,0.0,2.0
refreshing,0.0,0.0,2.0
awake,0.0,0.0,2.0
tease,0.0,0.0,2.0
whims,0.0,0.0,2.0
presume,0.0,0.0,2.0
resentful,0.0,0.0,2.0
intruding,0.0,0.0,2.0
borrow,0.0,0.0,2.0
exceeded,0.0,0.0,2.0
confirming,0.0,0.0,2.0
embracing,0.0,0.0,2.0
tenderly,0.0,0.0,2.0
inheriting,0.0,0.0,2.0
filial,0.0,0.0,2.0
doubts,0.0,0.0,2.0
establish,0.0,0.0,2.0
se'nnight,0.0,0.0,2.0
discourage,0.0,0.0,2.0
atonement,0.0,0.0,2.0
scarlet,0.0,0.0,2.0
precipitate,0.0,0.0,2.0
praised,0.0,0.0,2.0
eloquent,0.0,0.0,2.0
marks,0.0,0.0,2.0
brightest,0.0,0.0,2.0
talent,0.0,0.0,2.0
arranging,0.0,0.0,2.0
assented,0.0,0.0,2.0
begging,0.0,0.0,2.0
advantageous,0.0,0.0,2.0
instruction,0.0,0.0,2.0
backgammon,0.0,0.0,2.0
apologized,0.0,0.0,2.0
guidance,0.0,0.0,2.0
originally,0.0,0.0,2.0
counteracted,0.0,0.0,2.0
retirement,0.0,0.0,2.0
reconciliation,0.0,0.0,2.0
prepossession,0.0,0.0,2.0
discomposed,0.0,0.0,2.0
recall,0.0,0.0,2.0
pretence,0.0,0.0,2.0
entreated,0.0,0.0,2.0
arrested,0.0,0.0,2.0
bows,0.0,0.0,2.0
excess,0.0,0.0,2.0
philipses,0.0,0.0,2.0
delights,0.0,0.0,2.0
cheering,0.0,0.0,2.0
apologies,0.0,0.0,2.0
admiring,0.0,0.0,2.0
describing,0.0,0.0,2.0
creditable,0.0,0.0,2.0
watchfulness,0.0,0.0,2.0
annum,0.0,0.0,2.0
infancy,0.0,0.0,2.0
astonish,0.0,0.0,2.0
deserts,0.0,0.0,2.0
usage,0.0,0.0,2.0
disgracing,0.0,0.0,2.0
amply,0.0,0.0,2.0
hates,0.0,0.0,2.0
induced,0.0,0.0,2.0
behave,0.0,0.0,2.0
descending,0.0,0.0,2.0
malicious,0.0,0.0,2.0
revenge,0.0,0.0,2.0
unforgiving,0.0,0.0,2.0
godson,0.0,0.0,2.0
tenants,0.0,0.0,2.0
relieve,0.0,0.0,2.0
brotherly,0.0,0.0,2.0
guardian,0.0,0.0,2.0
pauses,0.0,0.0,2.0
intimately,0.0,0.0,2.0
unite,0.0,0.0,2.0
veracity,0.0,0.0,2.0
misrepresented,0.0,0.0,2.0
humanity,0.0,0.0,2.0
contradict,0.0,0.0,2.0
disinclination,0.0,0.0,2.0
soliciting,0.0,0.0,2.0
disrespect,0.0,0.0,2.0
assisting,0.0,0.0,2.0
vivacity,0.0,0.0,2.0
suspended,0.0,0.0,2.0
smile--,0.0,0.0,2.0
answerable,0.0,0.0,2.0
destroyed,0.0,0.0,2.0
dwell,0.0,0.0,2.0
cautioning,0.0,0.0,2.0
consulting,0.0,0.0,2.0
similarity,0.0,0.0,2.0
affirmative,0.0,0.0,2.0
insure,0.0,0.0,2.0
retaining,0.0,0.0,2.0
detaining,0.0,0.0,2.0
sketch,0.0,0.0,2.0
communications,0.0,0.0,2.0
conditionally,0.0,0.0,2.0
modest,0.0,0.0,2.0
honours,0.0,0.0,2.0
plead,0.0,0.0,2.0
maintained,0.0,0.0,2.0
neglecting,0.0,0.0,2.0
discouraged,0.0,0.0,2.0
discernment,0.0,0.0,2.0
gratulation,0.0,0.0,2.0
etiquette,0.0,0.0,2.0
impenetrably,0.0,0.0,2.0
innocent,0.0,0.0,2.0
compatible,0.0,0.0,2.0
offensive,0.0,0.0,2.0
duties,0.0,0.0,2.0
owes,0.0,0.0,2.0
acquit,0.0,0.0,2.0
commended,0.0,0.0,2.0
sensibly,0.0,0.0,2.0
prevail,0.0,0.0,2.0
detached,0.0,0.0,2.0
whither,0.0,0.0,2.0
preparations,0.0,0.0,2.0
audience,0.0,0.0,2.0
hastening,0.0,0.0,2.0
perfections,0.0,0.0,2.0
purport,0.0,0.0,2.0
singled,0.0,0.0,2.0
thirdly,0.0,0.0,2.0
ere,0.0,0.0,2.0
daring,0.0,0.0,2.0
qualifications,0.0,0.0,2.0
custom,0.0,0.0,2.0
loveliness,0.0,0.0,2.0
rejection,0.0,0.0,2.0
females,0.0,0.0,2.0
sanctioned,0.0,0.0,2.0
deception,0.0,0.0,2.0
decisive,0.0,0.0,2.0
staircase,0.0,0.0,2.0
congratulated,0.0,0.0,2.0
genuine,0.0,0.0,2.0
rejecting,0.0,0.0,2.0
contribute,0.0,0.0,2.0
mildness,0.0,0.0,2.0
deserving,0.0,0.0,2.0
unconcerned,0.0,0.0,2.0
caring,0.0,0.0,2.0
effusion,0.0,0.0,2.0
resignation,0.0,0.0,2.0
requesting,0.0,0.0,2.0
peevish,0.0,0.0,2.0
accompanying,0.0,0.0,2.0
passages,0.0,0.0,2.0
comprised,0.0,0.0,2.0
grosvenor,0.0,0.0,2.0
returns,0.0,0.0,2.0
cease,0.0,0.0,2.0
numerous,0.0,0.0,2.0
confiding,0.0,0.0,2.0
admires,0.0,0.0,2.0
footing,0.0,0.0,2.0
ingenuity,0.0,0.0,2.0
alike,0.0,0.0,2.0
independent,0.0,0.0,2.0
repaid,0.0,0.0,2.0
slyness,0.0,0.0,2.0
courtship,0.0,0.0,2.0
joyful,0.0,0.0,2.0
expedient,0.0,0.0,2.0
irksome,0.0,0.0,2.0
provision,0.0,0.0,2.0
pleasantest,0.0,0.0,2.0
preservative,0.0,0.0,2.0
dutifully,0.0,0.0,2.0
exercising,0.0,0.0,2.0
longing,0.0,0.0,2.0
speedy,0.0,0.0,2.0
concurrence,0.0,0.0,2.0
meditated,0.0,0.0,2.0
reconciled,0.0,0.0,2.0
unsuitable,0.0,0.0,2.0
humiliating,0.0,0.0,2.0
doubting,0.0,0.0,2.0
prior,0.0,0.0,2.0
vent,0.0,0.0,2.0
elapsed,0.0,0.0,2.0
fonder,0.0,0.0,2.0
discharging,0.0,0.0,2.0
rapturous,0.0,0.0,2.0
incensed,0.0,0.0,2.0
dishonourable,0.0,0.0,2.0
recurring,0.0,0.0,2.0
anticipating,0.0,0.0,2.0
gloomy,0.0,0.0,2.0
boasted,0.0,0.0,2.0
slave,0.0,0.0,2.0
inclinations,0.0,0.0,2.0
unavailing,0.0,0.0,2.0
inconsistency,0.0,0.0,2.0
unaccountable,0.0,0.0,2.0
allowance,0.0,0.0,2.0
intentionally,0.0,0.0,2.0
persist,0.0,0.0,2.0
perplexity,0.0,0.0,2.0
liking,0.0,0.0,2.0
disappoint,0.0,0.0,2.0
befall,0.0,0.0,2.0
canvassed,0.0,0.0,2.0
mistakes,0.0,0.0,2.0
condemned,0.0,0.0,2.0
warehouses,0.0,0.0,2.0
subsisted,0.0,0.0,2.0
fashions,0.0,0.0,2.0
grievances,0.0,0.0,2.0
inattentive,0.0,0.0,2.0
acquiescence,0.0,0.0,2.0
narrowly,0.0,0.0,2.0
affording,0.0,0.0,2.0
comparing,0.0,0.0,2.0
on--,0.0,0.0,2.0
involve,0.0,0.0,2.0
wiser,0.0,0.0,2.0
correspondent,0.0,0.0,2.0
foreseen,0.0,0.0,2.0
reproached,0.0,0.0,2.0
duplicity,0.0,0.0,2.0
depending,0.0,0.0,2.0
absurdities,0.0,0.0,2.0
shyness,0.0,0.0,2.0
rallied,0.0,0.0,2.0
gain,0.0,0.0,2.0
indelicacy,0.0,0.0,2.0
directing,0.0,0.0,2.0
mountains,0.0,0.0,2.0
generality,0.0,0.0,2.0
paling,0.0,0.0,2.0
boundary,0.0,0.0,2.0
pales,0.0,0.0,2.0
neatness,0.0,0.0,2.0
displaying,0.0,0.0,2.0
gratify,0.0,0.0,2.0
discern,0.0,0.0,2.0
meditate,0.0,0.0,2.0
vexatious,0.0,0.0,2.0
fronted,0.0,0.0,2.0
greatness,0.0,0.0,2.0
toilette,0.0,0.0,2.0
miraculous,0.0,0.0,2.0
ornaments,0.0,0.0,2.0
informing,0.0,0.0,2.0
indisposed,0.0,0.0,2.0
masters,0.0,0.0,2.0
neglected,0.0,0.0,2.0
strenuously,0.0,0.0,2.0
treasure,0.0,0.0,2.0
distinguish,0.0,0.0,2.0
edged,0.0,0.0,2.0
sheltered,0.0,0.0,2.0
lodges,0.0,0.0,2.0
nephews,0.0,0.0,2.0
practises,0.0,0.0,2.0
performer,0.0,0.0,2.0
smilingly,0.0,0.0,2.0
behaves,0.0,0.0,2.0
varying,0.0,0.0,2.0
captivating,0.0,0.0,2.0
ramble,0.0,0.0,2.0
disposal,0.0,0.0,2.0
sons,0.0,0.0,2.0
lasting,0.0,0.0,2.0
drily,0.0,0.0,2.0
inconveniences,0.0,0.0,2.0
unnatural,0.0,0.0,2.0
ruined,0.0,0.0,2.0
partly,0.0,0.0,2.0
governed,0.0,0.0,2.0
exasperate,0.0,0.0,2.0
suffering,0.0,0.0,2.0
inflict,0.0,0.0,2.0
sufferings,0.0,0.0,2.0
repressed,0.0,0.0,2.0
ardently,0.0,0.0,2.0
obstacles,0.0,0.0,2.0
wounding,0.0,0.0,2.0
conquer,0.0,0.0,2.0
duration,0.0,0.0,2.0
involving,0.0,0.0,2.0
kinder,0.0,0.0,2.0
poverty,0.0,0.0,2.0
immovable,0.0,0.0,2.0
painfully,0.0,0.0,2.0
gates,0.0,0.0,2.0
continuing,0.0,0.0,2.0
containing,0.0,0.0,2.0
dated,0.0,0.0,2.0
liberally,0.0,0.0,2.0
observer,0.0,0.0,2.0
existing,0.0,0.0,2.0
stated,0.0,0.0,2.0
yourselves,0.0,0.0,2.0
concealment,0.0,0.0,2.0
discharge,0.0,0.0,2.0
survive,0.0,0.0,2.0
pecuniary,0.0,0.0,2.0
lieu,0.0,0.0,2.0
idleness,0.0,0.0,2.0
obtruded,0.0,0.0,2.0
retained,0.0,0.0,2.0
detection,0.0,0.0,2.0
revealed,0.0,0.0,2.0
defined,0.0,0.0,2.0
oppressed,0.0,0.0,2.0
discredit,0.0,0.0,2.0
collecting,0.0,0.0,2.0
recalled,0.0,0.0,2.0
gross,0.0,0.0,2.0
weighed,0.0,0.0,2.0
blameless,0.0,0.0,2.0
scrupled,0.0,0.0,2.0
atone,0.0,0.0,2.0
pausing,0.0,0.0,2.0
moderation,0.0,0.0,2.0
fainter,0.0,0.0,2.0
violation,0.0,0.0,2.0
incomprehensible,0.0,0.0,2.0
courted,0.0,0.0,2.0
sensibility,0.0,0.0,2.0
merited,0.0,0.0,2.0
unfelt,0.0,0.0,2.0
unfit,0.0,0.0,2.0
improper,0.0,0.0,2.0
remedy,0.0,0.0,2.0
exert,0.0,0.0,2.0
affronted,0.0,0.0,2.0
prevailing,0.0,0.0,2.0
development,0.0,0.0,2.0
exerted,0.0,0.0,2.0
disadvantages,0.0,0.0,2.0
regretting,0.0,0.0,2.0
parcels,0.0,0.0,2.0
coachman,0.0,0.0,2.0
punctuality,0.0,0.0,2.0
abused,0.0,0.0,2.0
satin,0.0,0.0,2.0
coarseness,0.0,0.0,2.0
flirting,0.0,0.0,2.0
harriet,0.0,0.0,2.0
pratt,0.0,0.0,2.0
handsomely,0.0,0.0,2.0
unhappiness,0.0,0.0,2.0
wickedness,0.0,0.0,2.0
vindication,0.0,0.0,2.0
abusive,0.0,0.0,2.0
prejudices,0.0,0.0,2.0
injurious,0.0,0.0,2.0
repining,0.0,0.0,2.0
derive,0.0,0.0,2.0
temptations,0.0,0.0,2.0
exposed,0.0,0.0,2.0
aloof,0.0,0.0,2.0
checking,0.0,0.0,2.0
attraction,0.0,0.0,2.0
rage,0.0,0.0,2.0
leads,0.0,0.0,2.0
censured,0.0,0.0,2.0
prey,0.0,0.0,2.0
consoled,0.0,0.0,2.0
renewing,0.0,0.0,2.0
serve,0.0,0.0,2.0
improves,0.0,0.0,2.0
essentials,0.0,0.0,2.0
misconduct,0.0,0.0,2.0
adieus,0.0,0.0,2.0
conjugal,0.0,0.0,2.0
commencement,0.0,0.0,2.0
parasol,0.0,0.0,2.0
northward,0.0,0.0,2.0
matlock,0.0,0.0,2.0
dovedale,0.0,0.0,2.0
chambermaid,0.0,0.0,2.0
perturbation,0.0,0.0,2.0
abruptness,0.0,0.0,2.0
woody,0.0,0.0,2.0
merits,0.0,0.0,2.0
landlord,0.0,0.0,2.0
inspection,0.0,0.0,2.0
reproofs,0.0,0.0,2.0
brink,0.0,0.0,2.0
unfavourable,0.0,0.0,2.0
curricle,0.0,0.0,2.0
unembarrassed,0.0,0.0,2.0
denoted,0.0,0.0,2.0
presuming,0.0,0.0,2.0
variation,0.0,0.0,2.0
forwarded,0.0,0.0,2.0
recommending,0.0,0.0,2.0
mis,0.0,0.0,2.0
conjectured,0.0,0.0,2.0
gretna,0.0,0.0,2.0
barnet,0.0,0.0,2.0
apprehensions,0.0,0.0,2.0
detain,0.0,0.0,2.0
intrude,0.0,0.0,2.0
termination,0.0,0.0,2.0
additional,0.0,0.0,2.0
anguish,0.0,0.0,2.0
excuses,0.0,0.0,2.0
expeditiously,0.0,0.0,2.0
indolence,0.0,0.0,2.0
liberality,0.0,0.0,2.0
favourites,0.0,0.0,2.0
embraced,0.0,0.0,2.0
sanguine,0.0,0.0,2.0
fretfulness,0.0,0.0,2.0
unjustifiable,0.0,0.0,2.0
condole,0.0,0.0,2.0
striving,0.0,0.0,2.0
tradesman,0.0,0.0,2.0
essential,0.0,0.0,2.0
connect,0.0,0.0,2.0
yielded,0.0,0.0,2.0
parade,0.0,0.0,2.0
lagged,0.0,0.0,2.0
settlement,0.0,0.0,2.0
haggerston,0.0,0.0,2.0
transports,0.0,0.0,2.0
pledged,0.0,0.0,2.0
consulted,0.0,0.0,2.0
concisely,0.0,0.0,2.0
gouldings,0.0,0.0,2.0
mortal,0.0,0.0,2.0
regulars,0.0,0.0,2.0
creditors,0.0,0.0,2.0
impudence,0.0,0.0,2.0
expressively,0.0,0.0,2.0
hereabouts,0.0,0.0,2.0
distracted,0.0,0.0,2.0
sermon,0.0,0.0,2.0
confidante,0.0,0.0,2.0
explicit,0.0,0.0,2.0
consequences,0.0,0.0,2.0
bold,0.0,0.0,2.0
abominate,0.0,0.0,2.0
preservation,0.0,0.0,2.0
thoughtfulness,0.0,0.0,2.0
exceed,0.0,0.0,2.0
advantageously,0.0,0.0,2.0
insincere,0.0,0.0,2.0
maternal,0.0,0.0,2.0
sphere,0.0,0.0,2.0
penetration,0.0,0.0,2.0
pleasantry,0.0,0.0,2.0
christian,0.0,0.0,2.0
forgiveness,0.0,0.0,2.0
mount,0.0,0.0,2.0
storm,0.0,0.0,2.0
licence,0.0,0.0,2.0
rightful,0.0,0.0,1.0
morris,0.0,0.0,1.0
comers,0.0,0.0,1.0
scrupulous,0.0,0.0,1.0
vexing,0.0,0.0,1.0
sarcastic,0.0,0.0,1.0
develope,0.0,0.0,1.0
solace,0.0,0.0,1.0
disclosed,0.0,0.0,1.0
trimming,0.0,0.0,1.0
serving,0.0,0.0,1.0
coughing,0.0,0.0,1.0
coughs,0.0,0.0,1.0
emphatic,0.0,0.0,1.0
stress,0.0,0.0,1.0
adjusting,0.0,0.0,1.0
surpassing,0.0,0.0,1.0
stoutly,0.0,0.0,1.0
tallest,0.0,0.0,1.0
attacked,0.0,0.0,1.0
barefaced,0.0,0.0,1.0
suppositions,0.0,0.0,1.0
surmises,0.0,0.0,1.0
ascertaining,0.0,0.0,1.0
comforted,0.0,0.0,1.0
mien,0.0,0.0,1.0
popularity,0.0,0.0,1.0
forbidding,0.0,0.0,1.0
proudest,0.0,0.0,1.0
scarcity,0.0,0.0,1.0
sixth,0.0,0.0,1.0
boulanger,0.0,0.0,1.0
sprained,0.0,0.0,1.0
ancle,0.0,0.0,1.0
lace,0.0,0.0,1.0
exaggeration,0.0,0.0,1.0
suiting,0.0,0.0,1.0
enduring,0.0,0.0,1.0
downs,0.0,0.0,1.0
stupider,0.0,0.0,1.0
apt,0.0,0.0,1.0
censuring,0.0,0.0,1.0
candid,0.0,0.0,1.0
ostentation,0.0,0.0,1.0
pliancy,0.0,0.0,1.0
unassailed,0.0,0.0,1.0
seminaries,0.0,0.0,1.0
associating,0.0,0.0,1.0
impressed,0.0,0.0,1.0
remainder,0.0,0.0,1.0
tenant,0.0,0.0,1.0
preside,0.0,0.0,1.0
endeared,0.0,0.0,1.0
ductility,0.0,0.0,1.0
mayoralty,0.0,0.0,1.0
denominated,0.0,0.0,1.0
unshackled,0.0,0.0,1.0
elated,0.0,0.0,1.0
inoffensive,0.0,0.0,1.0
courteous,0.0,0.0,1.0
prettiest,0.0,0.0,1.0
overhearings,0.0,0.0,1.0
hack,0.0,0.0,1.0
piqued,0.0,0.0,1.0
cherish,0.0,0.0,1.0
synonymously,0.0,0.0,1.0
foxhounds,0.0,0.0,1.0
superciliousness,0.0,0.0,1.0
conceals,0.0,0.0,1.0
endeavor,0.0,0.0,1.0
reasonableness,0.0,0.0,1.0
vingt,0.0,0.0,1.0
un,0.0,0.0,1.0
commerce,0.0,0.0,1.0
dispositions,0.0,0.0,1.0
beforehand,0.0,0.0,1.0
criticise,0.0,0.0,1.0
symmetry,0.0,0.0,1.0
asserting,0.0,0.0,1.0
unaware,0.0,0.0,1.0
satirical,0.0,0.0,1.0
defied,0.0,0.0,1.0
musical,0.0,0.0,1.0
performers,0.0,0.0,1.0
persevering,0.0,0.0,1.0
porridge'--and,0.0,0.0,1.0
pedantic,0.0,0.0,1.0
concerto,0.0,0.0,1.0
irish,0.0,0.0,1.0
exclusion,0.0,0.0,1.0
refinements,0.0,0.0,1.0
vogue,0.0,0.0,1.0
performs,0.0,0.0,1.0
adept,0.0,0.0,1.0
inconsiderable,0.0,0.0,1.0
gallant,0.0,0.0,1.0
william--,0.0,0.0,1.0
dislikes,0.0,0.0,1.0
bingley--,0.0,0.0,1.0
reverie,0.0,0.0,1.0
insipidity,0.0,0.0,1.0
nothingness,0.0,0.0,1.0
strictures,0.0,0.0,1.0
inspiring,0.0,0.0,1.0
intrepidity--,0.0,0.0,1.0
jumps,0.0,0.0,1.0
default,0.0,0.0,1.0
heirs,0.0,0.0,1.0
male,0.0,0.0,1.0
productive,0.0,0.0,1.0
ensign,0.0,0.0,1.0
